sentence,argument_head,predicate_head,role,label
"Petersen held discussions with both Kumaratunga and the reclusive LTTE leader Velupillai Prabhakaran in the rebel stronghold of Kilinochchi without success , and chief Tamil rebel negotiator Anton Balasingham and Norwegian envoy Erik Solheim held closed - door talks at the international airport late Saturday in an effort to keep the salvage effort on track , diplomatic sources said .",28,34,AGENT,1
"Petersen held discussions with both Kumaratunga and the reclusive LTTE leader Velupillai Prabhakaran in the rebel stronghold of Kilinochchi without success , and chief Tamil rebel negotiator Anton Balasingham and Norwegian envoy Erik Solheim held closed - door talks at the international airport late Saturday in an effort to keep the salvage effort on track , diplomatic sources said .",38,34,AGENT,0
"Petersen held discussions with both Kumaratunga and the reclusive LTTE leader Velupillai Prabhakaran in the rebel stronghold of Kilinochchi without success , and chief Tamil rebel negotiator Anton Balasingham and Norwegian envoy Erik Solheim held closed - door talks at the international airport late Saturday in an effort to keep the salvage effort on track , diplomatic sources said .",57,58,AGENT,1
"According to former Indian army general A S Kalkat , the difficulty for Kumaratunga 's government lay in the fact that the LTTE had become a de jure power in the north and east of the island and was running every aspect of civil administration in the areas within its control .",8,16,AGENT,0
"According to former Indian army general A S Kalkat , the difficulty for Kumaratunga 's government lay in the fact that the LTTE had become a de jure power in the north and east of the island and was running every aspect of civil administration in the areas within its control .",11,16,AGENT,1
"According to former Indian army general A S Kalkat , the difficulty for Kumaratunga 's government lay in the fact that the LTTE had become a de jure power in the north and east of the island and was running every aspect of civil administration in the areas within its control .",19,16,AGENT,0
"According to former Indian army general A S Kalkat , the difficulty for Kumaratunga 's government lay in the fact that the LTTE had become a de jure power in the north and east of the island and was running every aspect of civil administration in the areas within its control .",22,24,AGENT,1
"According to former Indian army general A S Kalkat , the difficulty for Kumaratunga 's government lay in the fact that the LTTE had become a de jure power in the north and east of the island and was running every aspect of civil administration in the areas within its control .",41,39,AGENT,0
A veteran of India 's military intervention in the Jaffna peninsula to help implement the 1987 Indo - Sri Lanka Peace Accord - which ambitiously provided for the disarming of the formidable LTTE - Kalkat said the new defense deal would essentially be a reiteration of the older one minus its military commitment .,21,13,AGENT,0
A veteran of India 's military intervention in the Jaffna peninsula to help implement the 1987 Indo - Sri Lanka Peace Accord - which ambitiously provided for the disarming of the formidable LTTE - Kalkat said the new defense deal would essentially be a reiteration of the older one minus its military commitment .,21,25,AGENT,0
A veteran of India 's military intervention in the Jaffna peninsula to help implement the 1987 Indo - Sri Lanka Peace Accord - which ambitiously provided for the disarming of the formidable LTTE - Kalkat said the new defense deal would essentially be a reiteration of the older one minus its military commitment .,34,35,AGENT,1
"Kalkat , who currently chairs the independent US - based International Council on Conflict Resolution , said despite the failure of the Indian army to disarm or even subdue the Tigers , India remained the only power capable of influencing the course of the current peace talks .",0,4,AGENT,1
"Kalkat , who currently chairs the independent US - based International Council on Conflict Resolution , said despite the failure of the Indian army to disarm or even subdue the Tigers , India remained the only power capable of influencing the course of the current peace talks .",11,4,AGENT,0
"Kalkat , who currently chairs the independent US - based International Council on Conflict Resolution , said despite the failure of the Indian army to disarm or even subdue the Tigers , India remained the only power capable of influencing the course of the current peace talks .",0,16,AGENT,1
"Kalkat , who currently chairs the independent US - based International Council on Conflict Resolution , said despite the failure of the Indian army to disarm or even subdue the Tigers , India remained the only power capable of influencing the course of the current peace talks .",30,25,AGENT,0
"Kalkat , who currently chairs the independent US - based International Council on Conflict Resolution , said despite the failure of the Indian army to disarm or even subdue the Tigers , India remained the only power capable of influencing the course of the current peace talks .",32,33,AGENT,0
"Kalkat , who currently chairs the independent US - based International Council on Conflict Resolution , said despite the failure of the Indian army to disarm or even subdue the Tigers , India remained the only power capable of influencing the course of the current peace talks .",41,39,AGENT,0
""" The Norwegians mean well but their role is limited to that of honest broker and the LTTE is keenly aware that they do not have the power [ unlike India ] to underwrite any arrangement , "" Kalkat told IPS in an interview .",2,3,AGENT,1
""" The Norwegians mean well but their role is limited to that of honest broker and the LTTE is keenly aware that they do not have the power [ unlike India ] to underwrite any arrangement , "" Kalkat told IPS in an interview .",35,33,AGENT,0
""" The Norwegians mean well but their role is limited to that of honest broker and the LTTE is keenly aware that they do not have the power [ unlike India ] to underwrite any arrangement , "" Kalkat told IPS in an interview .",38,39,AGENT,1
""" The Norwegians mean well but their role is limited to that of honest broker and the LTTE is keenly aware that they do not have the power [ unlike India ] to underwrite any arrangement , "" Kalkat told IPS in an interview .",40,39,AGENT,1
""" The Norwegians mean well but their role is limited to that of honest broker and the LTTE is keenly aware that they do not have the power [ unlike India ] to underwrite any arrangement , "" Kalkat told IPS in an interview .",43,39,AGENT,0
"Under the accord , a new northeastern provincial council was formed and the Indian army was deployed as peacekeepers in the north and east .",2,10,AGENT,0
"Under the accord , a new northeastern provincial council was formed and the Indian army was deployed as peacekeepers in the north and east .",8,10,AGENT,0
"Under the accord , a new northeastern provincial council was formed and the Indian army was deployed as peacekeepers in the north and east .",14,16,AGENT,1
"About 1,200 Indian soldiers were killed during this phase of the conflict .",3,5,AGENT,0
"About 1,200 Indian soldiers were killed during this phase of the conflict .",8,5,AGENT,0
"India had to pull back its forces from Sri Lanka in 1989 following the election of Ranasinghe Premadasa , a strong critic of Indian mediation .",0,1,AGENT,1
"India had to pull back its forces from Sri Lanka in 1989 following the election of Ranasinghe Premadasa , a strong critic of Indian mediation .",6,3,AGENT,0
